userName,score,content,sentiment
Pengguna Google,4,"WhatsApp sudah sangat bagus, tapi saya kasih bintang 4 dulu. Tolong perbaiki pengaturan volume saat video call. Saat di tempat umum, seperti di halte menunggu jemputan, suara panggilan terlalu keras dan tidak bisa diatur seperti biasa. Rasanya seperti mengadakan konser mini tanpa izin. Semoga segera diperbaiki sebelum semua orang di sekitar ikut mendengarkan obrolan pribadi saya. Terima kasih😊💚💚",positif
Pengguna Google,5,"bagus sih untuk fitur musiknya di status, tapi masih ada kekurangan nya saat mencari musik itu kan rata rata kita tidak tau judu aslinya maka kita nulis lirik lagunya seperti di YouTube atau capcut kan langsung keluar tapi di wa masih belum bisa semoga ke depannya makin tambah bagus",positif
Pengguna Google,5,"bagus sih aplikasinya, tapi agak sedikit bug yang kalo di chat centang satu padahal wifinya bagus, trus juga yang lain sudah bisa mengeluarkan musik di WA, AI,dll, tapi saya lambat dan gak tau lah, itu aja sih menurut aku bug nya tolong di perbaiki pasti kalo udh di upgrade/diperbarui pasti makin bagus lagi, percaya deh!",positif
Pengguna Google,4,"Hallo Tim WhatsApp, tlng munculkan fitur musik d aplikasinya WA saya. Karna sdh beberapa kali update aplikasi WhatsApp tetap TDK muncul fitur musik nya, mohon untuk di tingkatkan lagi performa nya lagi. Tlng juga perbaiki kualitas gambar atau video agar tidak ngeblur.",positif
Pengguna Google,1,"Entah mengapa, WA di versi kali ini sangat menyusahkan. Setiap saya buka app-nya, dalam waktu sekitar 5 s.d. 10 detik kemudian, langsung auto close app. Dalam waktu sesingkat itu, saya tidak bisa mengidentifikasi apa kesalahannya. Saya tidak bisa menghapus chat karena tidak sempat. Setiap pesan yg masuk juga sangat terlambat dan ketika dibuka, bbrp detik kemudian app langsung auto closed. Semua jadi rumit karena semua chat dgn konsumen ada di device ini saja, tidak ada backup.",negatif
Pengguna Google,4,"sebenernya bagus cuman ada bug ketika menggunakan fitur baru yaitu lagu, ketika menggunakan nya dan sudah di posting tiba"" postingan nya berubah menjadi garis"" putih hijau seperti hp rusak, semoga di perbaiki soalnya dari kemarin begitu mulu",positif
Pengguna Google,5,"WhatsApp udah bagus, mulai dari fitur fiturnya, good pokonya, tapi cuma pengen ada peningkatan aja di WA ini gitu, misal kita lagi dengerin lagu nah di WA tuh muncul gitu kita lagi dengerin lagu apa, mungkin kayak status atau apa gitu ya, jadi orang lain tau gitu, kayak BBM waktu itu, suka sih fitur itu, semoga di kabulin ya...",positif
Pengguna Google,2,"jujur agak kecewa sama WA, karena nomor yang kena spam dsb sehingga tidak bisa memulihkan akun WA sebelumnya. bukan hanya itu, foto profil WA tiba' terganti sendiri secara otomatis menjadi foto profil orang lain (orang luar negeri), tetapi ketika dilihat di pengaturan akun profil WA kosong. namun ketika dilihat oleh teman/kontak lain, kontak kita ada foto profil orang lain tersebut.mohon untuk WA segera mengatasi masalah ini, sangat merugikan pengguna/membuat panik pengguna WA termasuk saya",negatif
Pengguna Google,1,"Ketika ada update fitur terbaru,Pihak WhatsApp sangan tidak kompeten dan sangat tidak konsisten pada penggunanya,kenapa? ketika ada fitur baru Mereka Updatenya secara bertahap ke beberapa pengguna sebagai uji coba,sedangkan pengguna yg lain harus menunggu beberapa hari bahkan seminggu baru bisa menggunakan, sebenarnya tidak bisa seperti itu,pelanggan lain merasa kecewa,klw memang ada fitur trbaru pihak whatsApp harus memastikan trlebih dahulu fiturnya sudah bsa di pasarkan,baru pasarkan serentak",negatif
Pengguna Google,5,"Fitur musik saat membuat story wa nya udahh baguss, jadi ga perlu di edit lagi untuk nambahin musik ke aplikasi lain Tapi ada 1 kesalahan, tiap saya mau repost postingan teman saya kenapa video/foto nya kepotong ya? Kayak di crop gitu, dan juga gabisa di besarin. Apa ini bug? Lain kali di perbaiki lagi yaa. Terimakasi🙏🏻.",positif
Pengguna Google,3,"Tolong kalau kita update status gak pakai batasan wkt & ukuran file,baik tulisan maupun status video,kurang asyik kalau gak reell time.Trus,utk log panggilan itu jgn ada tertera dlm chat,cukup dlm menu panggilan saja,seperti sedia kala.& utk video kalau bisa tampilan full HD utk all video.Terima kasih🙏",positif
Pengguna Google,1,"Mengecewakan sekali. karena tidak bisa menyematkan chat lebih dari 3 chat, sekarang sudah tidak bisa menyimpan foto profil w.a siapapun... Dan juga setelah di perbarui melihat status sekarang tidak sesuai dengan urutan waktu saat di buatnya, alias random / acak tidak beraturan.. tampilan statusnya bagusan yg versi dulu.... 😩",negatif
Pengguna Google,4,Kenapa semakin update semakin tidak enak yh? Masa posting video setelah di puter video nya malah berantakan tidak sesuai sama musik nya tapi setelah saya cek di galeri video nya tidak ada masalah malah WhatsApp nya yg bermasalah. Tolong lah min jangan terlalu sering update kalo semakin kacau mending balikin aja ke versi sebelum nya yg sangat nyamam,netral
Pengguna Google,5,"Bagus. Pengguna setia, tp kenapa klo update seperti fitur baru sangat lambat sekali, orang2 udh pda bisa fitur barunya seperti musik, tema chat dll nya. Tp punya saya sangat lama. Pdhl sllu update otomatis Saran nya sih harus ada arsip story seperti ig. Akan lebih wow lagi, dan kualitas video atau foto saat di status lebih HD lg jd enak di liatnya. Dan klo bisa fitur non aktifkan tanda baca ttp bisa liat siapa saja yg lihat story kita. Itu saja thanks",positif
Pengguna Google,2,"mana fitur musiknya.. lama sekali munculnya di wa ku, padahal selalu update.. harusnya munculkan di semua pengguna wa ngga cuma versi betanya terus diuji coba disebagian prangkat..🥴 nggak enak, ngga bisa story pke musik harus edit terpisah..🥴 terus kualitas gambarnya juga jelek kalo up story padahal vidionya HD 🤦🏻‍♀️",negatif
Pengguna Google,1,"wa nya nge bug parah!! sy mau nulis sesuatu di channel yg sy buat dan malah ga kekirim, padahal jaringan sy lancar dan memori saya juga ga penuh. sy mau buat story juga gabisa, kata nya error lah ini lah itu, dan smpe sekarang msh belum membaik.",negatif
Pengguna Google,5,untuk fitur baru oke lah ga ush edit foto lagi kalau mau posting poto dan musik... unk ke depan nya tambahin lagi fitur r yg menarik ... selebihnya bagus aja sih arigatou min.. intinya terus berinovasi dan berkreasi karena membuat apk juga seperti bayi harus ri rawat dan di pelihara sampai bener bener besar dan dewasa,positif
Pengguna Google,5,"mau curhat dikit,jadi gini kan sekarang wa bisa milih lagu di sw nah pas aku post foto aku lupa ngasih lagu..aku mau hapus tapi sayang banget soalnya uda banyak yang liat+kalo di ulang mlz ngedit nya,jadi BIKININ FITUR EDIT STORY WHATSAPP, biar nga ngulang. sama.. SEKALIAN BIKININ LIVE-NYA 😋😘. sama tolong ubah kualitas videonya kalau misalnya pos di SW, soalnya aku kan udah ngedit video yang HD tapi pas aku masukin SW malah nggak HD, sama aku juga pengen masukin stiker di caption SW gitu.",netral
Pengguna Google,4,"Aplikasinya bagus! Tambahkan fitur HD untuk foto & video story. Meta AI-nya dikembangkan lagi. Lagu untuk story tida selengkap di IG. Efek di kamera tidak muncul walaupun izin fitur sudah dinyalakan, tapi efek di panggilan video sudah muncul. Tambahkan Bahasa Indonesia untuk ""Transkrip Pesan Suara"". Update!",positif
Pengguna Google,5,"suka sama aplikasinya karna semakin canggih lengkap juga, cuma menurutku kurang adil aja sih kadang kalo ada fitur baru lebih duluan ke iPhone, munculnya di android itu bener"" lama banget sekitar 3 bulanan terus kadang kalo vc suka ngeleag padahal sinyalnya oke"" aja dan juga kalo semisal rekam layar pas lagi vc, itu kadang suka ngeblur semoga kedepannya bisa diperbaiki lagi lebih baik lagi, karna semakin banyak nya fitur semakin juga aplikasinya mudah ngleag",positif
Pengguna Google,3,"WhatsApp aku belum ada musiknya ya kalo buat sw, temen² saya udah pada muncul fitur musiknya. Plisslahh harusnya serentak semua orang ada fitur musiknya jangan pilih kasih gitu. Saya juga mau ada fitur musiknya lah tolong dong saya belum ada fitur musiknya tolong munculkan fitur musiknya.",netral
Pengguna Google,1,"kenapa pas org ngasi video maupun foto, suka ga kesimpen di galeri, padahal semua izin dari apk nya udah diaktifin, terus juga semua foto dan video dari wa ilang semua, kesimpennya di pengelola file, tolong dong bug ini diperbaikin, jadi susah mau kirim foto atau video yang dikirim dari wa, udah lama make wa ga pernah ada kendala, baru' ini doang ada kendala, mohon diperbaikin ya pihak whatsapp",negatif
Pengguna Google,1,"halo tim WhatsApp tolong munculkan fitur tema di hp saya, saya udh update berkali kali tetap saja tidak ada padahal penyimpanan masi longgar, fitur musik memang sudah ada tapi tema masi saja belum ada tolong di perbaiki lagi jangan hanya beberapa perangkat saja yg bisa",negatif
Pengguna Google,5,"Aplikasi Whatsapp sudah sangat memadai untuk chat dan call. Untuk sekarang aplikasi ini sudah lebih smooth dibandingkan dengan tahun sebelumnya dan fitur-fiturnya juga semakin banyak. Namun tetap masih banyak juga yang perlu ditingkatkan lagi namun bukan memperbanyak fitur, melainkan meningkatkan stabilitas fitur yang ada. Masih banyak yang mempermasalahkan kualitas gambar/video yang blur ketika diupload ke status atau ke orang lain melalui chat maupun group. Semoga membantu",positif
Pengguna Google,3,"Wa terbaru sangat bagus, bisa tarok lagu seperti di ig, tapi sayang, kalau ngepost wa selalu ngeblur, padahal dulu sudah ada fitur hd di wa nya tp skrg tidak ada krna di gantikan pake lagu🙏mohon fitur hd saat mau posting story wa agar bisa jelas dan tidak ngeblur 🙏🙏",positif
Pengguna Google,5,"ini udh cukupp baguss banget, cuman knpa klo di aku ada yg baru atau fitur baru gt pasti selalu ketinggalan dan walaupun sudah diupdate tapi tidak muncul , tolong dong perbaiki lagii kalau ada yg baru semua pengguna WhatsApp tidak ada yg ketinggalan/ di munculkan fitur baru secara merata jgn ada yg ketinggalan",positif
Pengguna Google,5,aplikasi yg sangat bagus...sangat membantu untuk komunikasi di manapun berada...yg terbaru bisa update status dgn tambahan musik..sayangnya fitur ini blm terealisasi di seluruh negara ..ada beberapa negara yg penggunanya yg blm bisa menggunakan fitur ini..mohon bantuannya dri pihak meta untuk segera mengatasinya.,positif
Pengguna Google,5,"saya ksih bintang 3 dulu. krena setiap ad fitur,pasti selalu telat muncul nya.. apalagi fitur menambahkan musih, filter wa, bubble chat.. itu smua belum muncul, pdahal saya selalu update dengan cepat. tpi fitur nya g muncul muncul, tolong di perbaiki lagi buat yg lama muncul fitur nya.",positif
Pengguna Google,5,"WhatsApp emang sepenting itu sii buat kebutuhan sosial atau dalam masa pembelajaran, karena cuma di WA aja kita bisa share links, share tugas"", dsb. tapi kadang WA tergantung hp masing"" updatenya😭sekarang udah lebih canggih, tapi hpku baru mulai muncul fitur lagunya di SW, trus juga 2 hari sempet tiba"" keluar sendiri dari WA—kan gajelas yaa, tapi pokoknya the best lah tapi masih ada fitur"" yg harus diperbaiki",positif
Pengguna Google,5,"Aplikasinya bagus banget sih, apalgi sekarang ada Ai nya, cuma ya semoga bisa memberi fitur Hd lebih baik (saat upload story) atau seperti Aslinya. dan juga diharap untuk mempercepat update di setiap perangkat, misalnya sekarang kan sudah ada fitur tambah musik, namun belum semua perangkat bisa merasakan, jadi saya berharap semoga update bisa di percepat di tiap perangkat",positif
Pengguna Google,4,"kenapa setelah update, setiap telpon. telpon nya suka mati sendiri, padahal bukan masalah jaringan. tapi emang dari wa ny suka mati sendiri, klau seperti ini susah buat slepcal buat yang ldr, tolong dperbaiki. seharus nya setelah update harus lebih bagus lagii🙏🏻",positif
Pengguna Google,4,"tlong diperbaiki bug yang saat kami mengirim pada satu orang malah terkirim ke grup atau orang selain pilihan kami, padahal kami ga ada mengirim ke selain pilihan kami, sungguh memalukan jika kami sedang berbagi foto video pribadi pada org pilihan kami tetapi malah terkirim di luar itu, katanya end-to-end tp kok gini sih?!?!? payah sekali dalam mengatasi bug sesimpel ini, ini bug yang kecil namun berdampak sangat besar, tolong pihak whatsapp diperbaiki. dimana rasa empatinya terhadap konsumen??!",positif
Pengguna Google,2,"not good dgn adanya fitur ,filter, efek latar belakang . baru coba2 iseng pakai efek latar belakang sampai sekarang tetep nyangkut latar belakang atau efek nya tidk bisa di reset bahkan saat video call pun masih ada terus itu filter yg seharusnya udh sy hapus. solusinya bagaimana ini kalau begini? mending whatsapp ga perlu deh pakai ada filter dan efek tapi malahan eror dihp saya dan efeknya malahan g bs di hps saat ambil video camera depan dn saat video call 👎tolong mending dihapus sj filterny",negatif
Pengguna Google,4,"Semua udah ok, hanya saja ada beberapa hal yaitu 1. Force close saat liat Status wa 2. Meta ai eror 3. Ai studio juga eror 4. Saat ngirim vd di channel kadang gada cover nya 5. Sering terjadi Delay saat geser ke menu sebelah (Saya pakai Android v5.1)",positif
Pengguna Google,4,"Untuk sekarang, update banyak yang lambat, padahal sudah update karna penasaran sama fitur filter di video call dan juga fitur musik audio di status, eh malah ga muncul udah telatnya lama banget. Gimana sih, padahal hp sudah versi terbaru, harus update menyeluruh, bukan per-hp.",netral
Pengguna Google,3,"haloo sayang sekali fitur wa sudah lumayan update tapi, kenapa setiap upload story harus terkena kompress, padahal di pengaturan sudah setting HD tapi tetap saja tidak bisa terealisasi. tetapi meskipun HD itupun masih terkompres. mohon peningkatannya lagi di fitur tersebut🙏🏻",netral
Pengguna Google,4,"sejauh ini sudah bagus aplikasinya, hanya saja saat upload story video yang mulanya jernih menjadi sedikit buram saat selesai di upload, itu sangat kurang bagus karena videonya Ter kompres sehingga mengurangi kualitas video di story, tolong untuk di update lagi dan diperbaiki",positif
Pengguna Google,5,"fitur barunya jadi bisa putar musik di story, itu bagus bgt sih, jadi klo mau post foto, ga perlu di edit lagi klo mau make musik, tinggal di tambahin aja dari fitur musik skrng, trus 1 lagi, kalo bisa tambahin fitur yg kalau up status itu bisa di publik, wlaupun kita gatau no siapa, tp dia bisa ngeliat status kita, udh itu aja sih, semoga kedepannya wa semakin banyak fitur"" baru yg berguna dan memuaskan, intinya perbanyak fitur"" aja deh, wkwk. udh itu aj makasih update selanjutny ditunggu",positif
Pengguna Google,1,"Saya pengguna android 5 atau lolipop. Update terbaru ini saat kita selesai kirim atau menerima gambar. Gambar tersebut tidak bisa di zoom di wa. Kemudian urutan story wa milik teman2 berantakan semua, tidak sesuai urutan waktu mereka membuat story wa nya",negatif
Pengguna Google,1,"kenapa efek video gak bisa dipake...lihat layar depan orang gak keluar...hanya latar belakang kelihatan orang keluar...tolong di perbaikin...secepat ya...tema tulis juga smpai juga masih sama...kalau ganti...tema tulisan,centang biru hilang jadi putih semuanya...tolong di perbaikin.",negatif
Pengguna Google,1,"sudah banyak keluhan perihal kompresi video atau foto di Update Status, membuat tidak nyaman, Tolong Diperbaiki! dan sebelumnya yang tidak bisa merekam suara pada video call kini tidak bisa melakukan jepretan layar pada profil seseorang.",negatif
Pengguna Google,5,"WhatsApp perlu menambahkan fitur edit pesan, meningkatkan manajemen penyimpanan, serta memperbaiki keamanan dan arsip status. WhatsApp Desktop masih sering lag, panggilan video kurang stabil, dan fitur drag & drop tidak selalu berfungsi. Optimasi performa, pengurangan ketergantungan pada HP, serta peningkatan stabilitas fitur akan membuat WhatsApp lebih efisien dan nyaman digunakan.",positif
Pengguna Google,2,"Pliss ini cmn gw atau yg lainnya juga, jadi gw ganti wallpaper sm bubble sesuai fitur baru. Tapi ada 2 kontak yg ga bisa ke ganti serempak kek yg lainnya 😭😭. Btw itu 2 kontak engga gw pinned, masa harus ganti manual per-chat sihhh. Udh gw samain temanya dulu baru ganti serempak baik day mode atau night mode tapi ttp aja ga bisa, udh gw restart hp gw (gw sangka ngebug ni hp) tapi ttp ga bisa, udh gw update juga nih apk ttp kgk bisa, udh gw hapus cache (gw sangka memo penuh) tapi ttp ga bisa 😭",negatif
Pengguna Google,5,"bagus, sumpa, tp kekurangannya knpa gambar"" dan vidio"" yg saya update di saluran hilang semua? jd saluran saya jdi acak"" kan rusak dalamnya. tolong dong min, tingkatkan lagi! tpi lain nya uda oke kok.",positif
Pengguna Google,2,"sudah bagus untuk menambahkan fitur sudah dan belum dibaca, tetapi fitur cari nya ikut sembunyi kalau discroll, fitur cari nya di pin diatas bisa ngga min, secara fitur cari itu penting untuk kecepetan, daripada harus scroll dulu keatas buat nyari fitur cari, kalau belum atau sudah dibacanya gak apa-apa disembunyikan dan tolong dong min, untuk ditambahkan fitur mantion/tag ke semua orang digrup, seperti ""@all"", terimakasih",negatif
Pengguna Google,5,"Dear WA tersayang..... kenapa makin aneh sekarang aplikasi nya?diupdate malah makin berantakan. Contoh notif pesan tidak aktif saat ada pesan masuk padahal apknya sudah diupdate. Kedua kualitas upload video atau foto distory ya AMPUNNNNNNN PECAHHHHHH JELEK BANGET KUALITASNYA. Ketiga notif orang yang buat story,saat di klik profilnya eeeehhh malah bukan dia yg buat story. parahh parahhhhh makin down apk.nya . Dlu gak gini deh pas awal²",netral
Pengguna Google,4,"sementara rating 4 dulu ya, bisa ga ya meta AI Update selanjutnya bisa ngirim foto, Vc, Telpon dan Vn? seru banget padahal, untuk bahasa Meta AI juga ditambahin plis ke mandarin, arab dll lah, tambahkan fitur privasi status, maksudnya tambahkan privasi layar status agar tidak mudah di rekam video olah seseorang",positif
Pengguna Google,1,"benerin bug nya lah, apk bodoh! masa iya mau kirim video yang di take langsung dari wa ada tulisan ""perekaman video gagal"" trs juga mau buat status ada lagi tulisan ""tidak dapat mengirim video, pilih video lain lalu coba lagi"" pas udah pilih video lain muncul lagi seperti itu. emang lama lama banyak bug ini apk! ga jelas",negatif
Pengguna Google,1,"Wa sekarang setiap telponan sekarang sering ""Koneksi tidak stabil"" , jelek banget. Edit: Setelah update terbaru, setiap ada notifikasi dari WA, hp saya langsung terasa berat sekali. Terjadi freeze, itu sangat mengganggu. Problem yang sebelumnya belum diperbaiki, malah ada problem baru. Walaupun saya yakin keluhan saya ini tidak ada dibaca.",negatif
Pengguna Google,4,"Tolong beri tambahan fitur... Membuat status ada pilihan HD nya,, supaya gambar/video nya tidak pecah. Tolong segera ratakan fiturnya, punya temen saya sudah ada fitur musik di status , tp punya saya blum ada , pdhal sudah versi terbaru..",netral
Pengguna Google,1,"Apk nya tidak sama dengan di lihatkan di foto. Tampilan nya masih whatsapp yang lama bukan seperti di foto. Dan setelah saya cek. Di pengaturan ada mengaktifkan efek kamera, setelah saya aktifkan saya coba panggilan video. Tidak ada gambar tongkat di panggilan video untuk merubah beground nya. Tolong di tanggapi error ini untuk time whatsApp. dan gelembung cat tidak bisa di ubah warna nya. tolong di perbaiki.",negatif
Pengguna Google,1,saya mohon untuk alangkah update-an kedepannya wa mendukung 100% untuk TalkBack dan fitur-fitur barunya TalkBack dan saya mohon untuk alangkah kedepannya wa bisa membaca mendeteksi emoticon stiker foto video di TalkBack biar membantu untuk penyandang disabilitas di Indonesia ini dan saya mohon kalo video khusus status atau teks tambahkan durasinya lebih perpanjang lagi kalau biasanya 60 detik tambahin lagi dong 60 detik lagi atau lebih panjang itu enak,negatif
Pengguna Google,3,"sudah bagus banget ada fitur musiknya, tapi harus pake foto. kalau bisa tambahin buat video yang ga ada musiknya biar gak usah edit, kalau ada musik nya gak usah ditampilkan. Udah aku update tapi malah fitur musik nya gak muncul, ini bug atau apa sih? sia² update malah fitur musik nya gak muncul",positif
Pengguna Google,3,"jujur aplikasinya udah bagus banget, tapi entah kenapa pasti tiap upload status, gambar atau videonya pasti pecah dan otomatis ke compress kualitas gambarnya akibatnya turun kualitas hasilnya, emang sih bisa diakalin biar tetap tajam tapi ribet banget, tolonglah supaya bisa ditingkatkan lagi kualitas aplikasinya",positif
Pengguna Google,3,"- sering terjadi bug pada take picture (tbtb zoom tanpa di zoom) - setiap mengirimkan status/story wa berupa video/foto resolusinya menurun, padahal jaringan data bagus dan sudah tekan opsi status kualitas tinggi tapi selalu aja blur tolong diperhatikan dan perbaiki lagi",positif
Pengguna Google,5,"Ok untuk tema dan AI akhir udah ada walaupun harus tunggu satu tahun. Yang kurang cuma beberapa. 1.Terkadang klo video nya panjang harus di potong 2. Klo ada notifikasi gak bunyi, telepon juga. 3. Blm ada fitur musik kaya yang di media sosial. Tolong perbaiki ya developer 🥰🙏🏻",positif
Pengguna Google,1,"Jelek, banyak bug nya. Bahkan meta Ai yang dari lama baru aja muncul di hp saya, ini ada fitur"" baru mungkin 1 tahun lagi baru muncul. Saya buka wa selalu keluar sendiri, padahal hp saya baik"" aja, penyimpanan juga masih longgar, terus yang di saluran mau ngirim video tapi mau di batalin aja ga bisa di hapus, tolong perbaiki lah. Udah muak banget ini, fitur musiknya mana anjay 😹😹",negatif
Pengguna Google,1,"jelek, klo bukan karena semua org pake wa gw ga bakal pake jir. 1. apk pilih kasih ga semua hp punya fitur yang sama. mungkin emg kemampuan setiap hp beda2 ya, tapi buat sekelas apk chatingan itu nggak bgt 2. bug segudang -vn klo dipake berkali2 bakal ngestuck dan ga bisa buat vn/denger vn (solusi: harus close apk) -fitur cadang otomatis itu cuma sekali seumur hidup, misal sekalinya file didownload trus dihapus dari penyimpanan hp ga bakal bisa di download lagi. sbnrnya msi bnyk tpi g cukup, bye",negatif
Pengguna Google,5,sangat cocok untuk berkomunikasi dan fitur terbarunya sangat berguna bagi saya dan saat ingin membuat status ada musik yang sangat lengkap jadi jika aku ingin yang ini ada ingin yang itu ada yaaa segitu aja sih pokonya paling bagussssss🤍🤍,positif
Pengguna Google,5,"Aplikasi ini cukup bagus dan sangat mudah untuk mengirip pesan, tetapi ada fitur yang saat kita video call itu ada filter nya mengapa di hp infinix smart 6 tidak ada fitur filter saat video call saya mohon tambahkan filter saat video call di semua merek hp dan tolong tambahan lagu di whatsapp saya",positif
